,Unnamed: 0,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Temp_Etching,Source_Power,Selectivity,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target,Chamber,Etching_rate
11,466,dry,883.7640918,39.51,0.217,32,713.132,0.97399,11.253,15.056,20.001,205.604,90.0,505.604,4112.073,5140.092,5.132,94.389,30.001,48.753,436,546.736,111.052,71.313,53.272,1.056,1.68e+16,9.24e+16,1.38e+17,3.01e+17,6e+17,32300.763,105.575,937.0,158,0,13122,171.608
12,649,dry,942.2302255,40.44,0.199,86,710.55,1.22609,17.833,14.807,19.999,198.395,90.001,496.487,3955.393,5026.764,5.063,90.982,30.014,19.489,365,482.452,105.898,71.472,51.805,1.033,1.2e+16,4.77e+16,1.38e+17,3e+17,6e+17,32326.879,102.2,901.0,154,0,13122,160.5625
13,652,wet,1099.110437,48.42,0.213,205,711.35,1.72027,12.891,14.913,19.998,199.5,90.0,500.442,3985.677,5053.188,4.962,92.134,29.994,32.502,365,543.874,108.191,69.269,51.915,1.03,1.2e+16,1.31e+17,2.83e+17,3e+17,6e+17,33101.496,100.915,866.0,150,0,13122,167.0125
14,655,wet,1044.821542,31.54,0.205,116,706.795,0.94868,15.465,15.091,20.001,198.72,90.0,498.509,4029.12,4961.961,4.981,91.097,30.0,61.732,405,524.493,108.888,69.75,50.183,1.028,8640000000000000.0,1.19e+17,1.38e+17,3.01e+17,6e+17,31189.123,104.163,909.0,153,0,13122,164.62375
15,1432,wet,1287.983073,44.58,0.218,25,716.184,1.89693,17.066,15.128,19.997,200.717,90.0,500.717,4014.349,5017.937,5.016,92.258,30.006,29.806,365,473.637,106.059,71.618,50.387,1.01,7320000000000000.0,2.76e+16,1.38e+17,3.01e+17,6e+17,32422.811,100.968,908.0,151,1,13122,174.621
16,1435,wet,1279.230077,44.57,0.216,23,718.321,1.48912,15.179,15.129,20.003,198.854,90.0,498.854,3977.087,4971.359,4.969,91.209,30.005,23.196,365,474.334,104.697,71.832,49.907,0.998,1.08e+16,4.68e+16,3e+17,3.02e+17,6e+17,32194.56,99.766,901.0,150,0,13122,172.58025
17,1438,wet,1284.380429,44.59,0.217,24,720.945,1.36943,12.537,14.978,20.003,198.981,90.0,498.981,3979.624,4974.53,4.973,91.618,30.003,23.28,365,465.642,105.675,72.095,50.281,1.007,1.66e+16,1.58e+17,1.38e+17,3e+17,6e+17,32636.286,100.703,904.0,151,0,13122,175.93625000000003
18,1621,wet,1120.268289,29.78,0.2,60,699.262,1.89693,19.767,15.073,19.997,192.937,90.0,500.053,4012.326,4994.356,5.006,88.854,30.0,41.161,405,476.997,107.948,69.676,51.752,1.052,1.36e+16,1.18e+17,1.38e+17,3e+17,6e+17,32420.46,102.947,884.0,152,0,13122,167.61549999999997
19,1624,dry,1109.620368,32.8,0.21,101,716.988,1.48912,16.445,14.811,19.997,202.072,90.001,499.243,3999.03,5007.347,5.107,92.033,30.0,49.083,436,459.566,107.687,70.614,51.156,1.01,1.18e+16,1.01e+17,6.66e+16,2.98e+17,6e+17,30885.27,102.933,884.0,156,0,13122,167.84700000000004
20,1627,dry,1203.947855,32.88,0.22,112,714.738,1.36943,14.64,14.971,20.001,202.507,90.0,498.822,4001.361,5062.83,5.044,86.498,29.997,51.177,436,507.591,105.355,71.593,50.632,1.034,1.42e+16,7.44e+16,1.38e+17,2.98e+17,6e+17,32007.987,103.511,886.0,155,0,13122,168.0595
21,468,dry,877.6233223,38.11,0.213,31,710.114,1.62494,12.463,15.084,19.997,203.642,90.0,503.642,4072.835,5091.044,5.104,93.541,30.0,39.583,436,547.376,109.784,71.011,52.102,1.043,1.68e+16,1.64e+17,1.38e+17,3e+17,6e+17,32302.291,104.263,929.0,156,0,13211,172.95350000000002
22,471,dry,886.4692804,28.6,0.213,34,710.084,1.81419,17.587,15.121,19.998,203.145,89.999,503.145,4062.91,5078.637,5.085,93.017,29.991,32.311,436,542.1,109.241,71.008,51.179,1.043,1.03e+16,1.03e+17,1.38e+17,3e+17,6e+17,32300.641,104.301,923.0,156,0,13211,172.69599999999997
23,474,dry,886.1421229,32.59,0.214,32,710.547,0.96161,16.257,15.037,20.004,196.599,90.001,503.303,4066.052,5082.565,5.079,93.43,29.995,37.029,436,539.235,109.942,71.055,51.486,1.044,1.17e+16,1.16e+17,9.43e+16,3.02e+17,6e+17,32299.553,104.375,929.0,157,0,13211,172.18675000000002
24,657,dry,1101.219934,38.6,0.213,241,714.84,1.36943,15.632,14.885,19.994,202.281,90.001,494.517,4035.394,4960.128,5.013,91.215,29.993,54.002,436,510.573,106.878,70.109,50.147,1.05,8870000000000000.0,1.6e+17,1.38e+17,3e+17,6e+17,31251.878,101.442,878.0,157,0,13211,166.735
25,660,dry,983.1779031,35.31,0.217,81,709.833,0.67979,12.904,15.059,20.003,198.863,90.0,502.416,4017.144,5071.578,5.02,93.226,30.01,53.019,405,461.128,108.465,70.353,53.272,1.034,8400000000000000.0,5.27e+16,1.38e+17,3e+17,6e+17,32066.425,99.938,925.0,154,0,13211,168.28325
26,663,dry,1136.680635,35.73,0.211,170,703.516,2.19916,19.284,14.954,19.991,198.731,90.0,499.319,4045.078,5027.592,4.865,92.973,30.008,45.388,365,499.581,108.73,71.335,50.724,1.037,8910000000000000.0,8.34e+16,1.38e+17,2.99e+17,6e+17,31431.504,103.893,893.0,155,0,13211,168.154
27,1440,wet,1272.860531,44.57,0.216,23,716.68,1.41846,10.47,14.907,19.996,198.207,90.001,498.207,3964.137,4955.171,4.955,91.347,30.003,25.252,365,474.542,105.109,71.668,50.071,1.002,2.07e+16,9.24e+16,1.38e+17,3e+17,6e+17,31783.84,100.177,903.0,150,0,13211,174.86999999999998
28,1443,wet,1293.958537,44.63,0.219,26,712.706,0.94868,16.387,14.989,19.999,199.669,90.0,499.669,3993.375,4991.718,4.991,91.89,29.992,27.45,365,470.408,105.989,71.271,50.421,1.011,8590000000000000.0,1.96e+16,1.38e+17,3e+17,6e+17,31910.25,101.053,908.0,152,0,13211,173.1765
29,1446,wet,1294.786064,44.56,0.216,23,707.057,1.01397,19.026,14.917,20.0,198.523,90.0,498.523,3970.452,4963.065,4.95,91.487,29.999,23.964,365,476.357,104.632,70.706,49.944,0.999,4330000000000000.0,1.81e+16,1.17e+17,3e+17,6e+17,32141.981,99.859,900.0,150,0,13211,173.01425
30,1629,wet,1117.800398,39.93,0.21,73,727.656,1.41846,16.581,14.963,20.0,199.579,90.0,500.063,3957.086,5094.2,4.974,93.536,30.012,36.584,436,526.47,107.959,71.388,51.302,1.041,1.43e+16,1.42e+17,5.39e+16,3.03e+17,6e+17,31195.899,99.876,896.0,156,0,13211,169.539
31,1632,dry,1066.095614,34.58,0.198,205,714.699,1.81419,14.401,15.067,20.001,202.684,89.999,505.28,4036.876,5042.679,4.99,93.218,30.009,30.279,405,519.881,106.815,68.999,50.437,1.026,9260000000000000.0,6.7e+16,1.38e+17,3.02e+17,6e+17,31812.925,103.133,906.0,151,0,13211,167.52474999999998
32,1635,dry,1053.937777,38.02,0.202,103,719.21,0.96161,14.393,14.97,19.999,200.496,90.0,499.72,4047.541,5024.178,5.071,91.019,30.001,57.72,436,502.315,109.019,71.881,51.695,1.009,1.33e+16,1.42e+17,1.38e+17,2.99e+17,6e+17,31661.888,102.524,885.0,154,0,13211,168.6775
33,9,wet,992.3573582,35.26,0.202,85,687.497,0.82933,12.463,15.01,20.002,202.963,89.999,501.394,4135.365,5111.433,5.102,92.888,29.997,59.996,436,508.986,106.837,71.617,51.857,1.045,1.06e+16,8.54e+16,1.38e+17,3e+17,6e+17,31969.699,102.847,883.0,161,0,21211,161.77425
34,12,wet,1022.376643,32.81,0.201,144,708.792,1.22796,17.587,15.072,20.0,198.818,90.002,495.986,4029.315,5156.979,4.959,90.49,29.998,49.682,405,511.504,104.978,71.137,51.002,1.035,1.13e+16,1.31e+16,1.38e+17,3e+17,6e+17,31201.477,103.231,902.0,158,0,21211,169.498
35,15,dry,1128.751217,36.07,0.191,98,715.371,1.16778,15.909,15.074,19.997,200.249,90.001,503.423,4088.406,5101.54,5.04,93.136,30.001,46.903,365,532.252,105.132,71.169,50.615,1.038,1.42e+16,8.73e+16,1.38e+17,3e+17,6e+17,31446.324,102.759,882.0,155,0,21211,171.79275
36,576,dry,876.9714531,22.15,0.2,32,712.826,0.94868,16.395,15.082,20.001,202.436,90.0,502.436,4048.718,5060.898,5.056,92.595,30.001,26.682,436,469.586,108.257,71.283,51.261,1.051,7360000000000000.0,9.24e+16,1.38e+17,3.02e+17,6e+17,32297.222,103.153,920.0,155,0,21211,173.0815
37,579,dry,887.6633485,22.16,0.204,32,714.097,1.11384,16.519,15.045,19.995,203.021,90.0,503.021,3957.086,5075.528,5.056,92.108,30.0,19.704,436,552.565,107.864,71.41,51.256,1.056,7580000000000000.0,1.22e+17,1.38e+17,3e+17,6e+17,32295.402,103.139,917.0,155,0,21211,173.62425
38,582,dry,890.155868,22.23,0.202,33,710.686,0.97556,17.927,14.936,19.998,200.275,89.999,500.275,4036.876,5006.866,5.005,91.805,29.998,40.534,436,551.142,109.291,71.069,51.761,1.044,4590000000000000.0,2.24e+16,1.89e+17,2.98e+17,6e+17,32501.321,104.402,927.0,157,0,21211,173.1965
39,765,wet,1085.565098,35.85,0.205,137,719.537,1.15596,16.144,14.954,19.997,202.79,90.0,501.394,4022.634,5101.341,5.132,89.756,30.003,60.292,405,499.72,105.615,71.174,51.168,1.05,1.35e+16,1.13e+17,1.38e+17,3e+17,6e+17,31924.552,104.32,902.0,155,1,21211,167.00925
40,768,wet,1138.048306,28.3,0.223,94,717.055,1.25348,15.288,15.04,19.994,202.281,90.001,495.986,3957.086,5041.291,4.863,90.859,29.999,39.017,405,502.903,106.812,71.164,50.932,1.058,9470000000000000.0,1.05e+17,1.38e+17,3e+17,6e+17,30475.756,103.195,912.0,154,0,21211,174.73874999999998
41,771,dry,882.9253559,44.49,0.208,74,713.42,1.15753,15.035,15.196,20.002,198.02,90.0,503.423,4036.876,5071.191,5.014,90.066,30.01,57.174,365,538.272,107.553,71.402,50.65,1.027,1.26e+16,1.16e+17,1.38e+17,3.01e+17,6e+17,32346.097,103.385,908.0,156,0,21211,168.805
42,1548,wet,1276.194332,44.62,0.21,17,713.87,0.96161,19.026,14.986,19.998,202.375,90.0,502.375,4047.508,5059.385,5.049,93.067,29.993,24.79,365,477.727,104.72,71.387,50.075,1.002,4240000000000000.0,2.63e+16,1.8e+17,3e+17,6e+17,32173.088,100.188,906.0,150,0,21211,175.4925
43,1551,wet,1281.231527,44.72,0.211,18,710.602,0.83591,18.771,14.915,20.0,201.636,90.001,501.636,4032.72,5040.9,5.034,92.389,30.009,35.004,365,485.441,105.584,71.06,49.878,0.997,1.59e+16,1.59e+17,1.38e+17,2.99e+17,6e+17,32191.766,99.695,902.0,150,0,21211,173.8755
44,1554,wet,1281.249182,44.75,0.214,21,711.691,1.41846,15.286,14.929,20.003,201.234,90.0,501.234,4024.681,5030.851,5.026,91.889,29.998,27.444,365,479.987,104.907,71.169,50.214,1.005,7620000000000000.0,3.73e+16,2.32e+16,3.01e+17,6e+17,32180.949,100.535,885.0,151,0,21211,172.47275
45,52,dry,1059.003352,32.91,0.197,80,707.196,1.67261,14.217,14.994,19.995,196.614,90.001,494.901,4078.04,5011.823,4.986,91.892,29.996,51.041,365,522.393,110.411,71.438,51.489,1.03,1.88e+16,9.24e+16,1.38e+17,3e+17,6e+17,31221.028,104.234,879.0,155,0,33222,175.774
46,154,wet,1088.463298,33.59,0.208,66,717.257,1.83466,15.444,15.001,19.996,196.437,89.999,498.037,4065.392,5054.543,4.935,90.95,29.991,41.801,365,476.826,106.082,70.718,51.012,1.014,1.62e+16,5.1e+16,1.38e+17,2.99e+17,6e+17,31373.265,103.899,911.0,154,0,33222,170.73925
47,206,wet,984.5019409,42.84,0.207,105,713.258,1.11062,14.585,15.159,20.001,202.313,90.0,495.402,4001.043,5021.426,5.054,92.607,29.998,49.345,436,495.078,108.097,72.241,51.419,1.05,1.44e+16,2.04e+17,2.42e+17,3.02e+17,6e+17,32059.355,105.789,940.0,155,0,33222,167.5895
48,257,wet,1011.74933,34.45,0.194,101,704.971,1.10901,15.119,14.96,20.003,201.552,90.0,505.956,3996.603,4998.346,5.078,92.774,30.003,17.523,405,513.628,107.348,72.064,51.406,1.016,1.68e+16,1.26e+17,1.38e+17,3.01e+17,6e+17,31542.357,100.201,905.0,151,0,33222,163.59275
49,280,dry,889.3029285,22.21,0.199,29,712.442,1.0309,16.09,15.024,20.004,199.193,89.999,499.193,3983.859,4979.824,4.982,91.182,29.995,24.328,436,555.085,108.275,71.244,51.355,1.034,1.32e+16,1.16e+17,1.38e+17,3.02e+17,6e+17,32201.779,103.387,913.0,155,0,33222,172.0855
50,283,dry,880.7318826,22.19,0.189,224,713.21,0.65738,13.788,15.07,20.0,200.224,89.999,500.224,4004.471,5005.589,5.008,91.55,30.002,29.197,436,551.224,108.837,71.321,51.618,1.04,1.38e+16,1.01e+17,1.38e+17,3e+17,6e+17,32300.914,104.045,917.0,156,0,33222,173.5025
51,286,dry,873.1333578,22.17,0.216,224,713.465,0.82715,11.253,15.047,19.998,200.125,90.0,500.125,4002.491,5003.113,5.01,91.643,30.002,31.46,436,550.755,108.858,71.346,51.626,1.041,9660000000000000.0,4.18e+16,2.67e+17,3e+17,6e+17,32299.646,104.065,917.0,156,0,33222,173.36625
52,307,dry,872.5565675,22.21,0.216,223,712.442,1.0309,16.056,15.024,20.004,199.193,89.999,499.193,3983.859,4979.824,4.982,91.182,29.995,24.328,436,555.085,108.275,71.244,51.355,1.034,1.32e+16,1.16e+17,1.38e+17,3.02e+17,6e+17,32201.779,103.387,913.0,155,0,33222,172.0855
53,360,dry,871.2889254,22.03,0.218,225,714.956,0.79198,16.812,15.039,19.997,199.951,90.0,499.951,3999.023,4998.779,4.98,91.009,29.998,24.124,436,553.393,108.303,71.496,51.729,1.043,2.14e+16,4.12e+16,1.38e+17,2.99e+17,6e+17,32200.463,104.322,910.0,156,0,33222,174.114
54,412,dry,871.6370098,22.14,0.213,220,709.288,1.08232,16.593,14.963,20.001,203.311,90.0,503.311,4066.225,5082.781,5.088,93.28,29.999,28.066,436,543.316,108.888,70.929,51.567,1.039,6350000000000000.0,3.42e+16,1.38e+17,2.98e+17,6e+17,32300.207,103.917,921.0,156,0,33222,173.922
55,510,wet,1035.356914,35.36,0.21,125,715.292,1.62494,20.149,14.995,19.994,200.56,90.001,500.285,3972.34,5047.799,5.008,91.096,29.994,27.664,436,494.166,111.283,71.199,51.446,1.024,1.77e+16,1.31e+17,1.38e+17,3.01e+17,6e+17,30534.747,100.517,915.0,156,0,33222,169.873
56,519,dry,872.08619,22.17,0.219,226,715.404,0.49182,16.869,14.947,20.004,206.338,90.001,506.338,4126.758,5158.447,5.146,93.776,29.996,42.706,436,542.278,110.133,71.54,52.562,1.064,1.56e+16,9.24e+16,1.38e+17,3.01e+17,6e+17,32299.833,106.404,932.0,160,0,33222,173.751
57,616,wet,1080.213522,32.52,0.193,90,707.578,0.99842,15.637,15.084,19.999,203.21,89.999,495.55,4108.316,5063.6,5.045,91.947,29.998,48.317,436,534.801,108.139,70.245,50.29,1.017,1.58e+16,7.24e+16,1.7e+17,3e+17,6e+17,31108.4,102.193,871.0,159,0,33222,168.4195
58,625,dry,871.5716543,22.12,0.217,224,713.24,1.0087,16.493,14.999,20.0,203.245,90.0,503.245,4064.904,5081.13,5.081,92.78,30.006,30.239,436,553.558,108.878,71.324,51.567,1.039,1.34e+16,1.1e+17,1.38e+17,3e+17,6e+17,32300.024,103.918,925.0,156,0,33222,173.51
59,732,dry,872.3194942,22.21,0.218,225,714.77,0.71962,16.45,14.858,20.003,200.699,90.0,500.699,4013.975,5017.469,5.013,91.646,29.991,26.803,436,554.883,108.537,71.477,51.471,1.037,1.76e+16,1.72e+17,1.38e+17,3.01e+17,6e+17,32499.26,103.677,924.0,156,0,33222,174.26749999999998
60,839,dry,872.5332182,22.24,0.211,218,707.54,0.95435,17.616,15.032,20.001,203.978,90.0,503.978,4079.562,5099.453,5.109,93.073,29.996,49.301,405,505.089,109.058,70.754,51.774,1.044,8280000000000000.0,2.36e+16,1.38e+17,3e+17,6e+17,32299.957,104.436,910.0,157,0,33222,172.185
61,861,dry,872.4469835,22.19,0.214,221,710.775,0.97498,17.176,15.065,20.001,202.588,90.0,502.588,4051.752,5064.69,5.065,92.258,30.0,50.093,405,512.074,109.011,71.077,51.72,1.043,2.17e+16,1.49e+17,1.94e+17,3e+17,6e+17,32293.932,104.301,909.0,156,0,33222,173.76875
62,931,wet,1150.197885,39.06,0.206,145,710.897,1.74314,16.37,15.025,20.0,195.352,90.001,499.926,4030.034,5083.912,4.907,90.966,29.999,28.975,436,528.057,108.473,69.352,50.88,1.059,1.26e+16,7.82e+16,1.23e+17,3.01e+17,6e+17,31640.442,105.17,918.0,153,0,33222,177.02425
63,1039,wet,1099.584874,26.89,0.2,82,689.862,0.88798,16.342,15.128,19.996,198.429,89.998,500.323,3956.773,4926.143,5.005,92.335,30.008,53.823,436,528.768,110.415,69.634,51.285,1.013,1.14e+16,1.45e+17,1.38e+17,3.01e+17,6e+17,32373.18,100.696,921.0,152,0,33222,163.8905
64,1074,wet,1278.781256,44.97,0.225,32,716.389,1.11102,12.358,15.017,19.998,202.197,90.001,502.197,4043.939,5054.924,5.055,92.235,30.002,46.75,405,503.27,110.296,71.639,52.326,1.058,1.86e+16,1.83e+17,2.23e+16,2.99e+17,6e+17,32442.676,105.815,860.0,159,0,33222,174.84725
65,1117,wet,1280.249953,45.09,0.216,23,712.164,1.48912,13.788,14.995,19.997,197.358,90.001,497.358,3947.154,4933.942,4.936,89.831,30.01,62.975,405,521.579,107.288,71.216,50.985,1.025,1.85e+16,6.74e+16,1.38e+17,3e+17,6e+17,32527.163,102.462,906.0,154,0,33222,173.866
66,1120,wet,1289.402966,45.21,0.218,25,710.587,1.36943,11.253,14.887,20.003,198.573,89.999,498.573,3971.455,4964.318,4.963,90.012,29.998,58.799,405,520.005,108.315,71.059,51.309,1.033,9280000000000000.0,3.51e+16,1.38e+17,3e+17,6e+17,32559.307,103.273,902.0,155,0,33222,174.24675
67,1123,wet,1294.057588,45.11,0.218,25,710.706,0.67979,19.767,15.055,19.999,198.239,90.001,498.239,3964.788,4955.985,4.923,89.66,30.001,62.882,405,507.903,106.946,71.071,50.825,1.021,4730000000000000.0,1.47e+16,1.38e+17,3.02e+17,6e+17,32545.179,102.062,894.0,153,0,33222,173.0265
68,1145,wet,1082.082355,22.76,0.209,109,693.95,1.19101,11.453,15.005,20.004,193.932,90.0,502.963,3972.978,5021.709,5.051,91.943,30.006,39.549,365,504.607,108.511,71.418,51.229,1.047,1.24e+16,1.66e+17,9.27e+16,2.99e+17,6e+17,31246.691,104.056,891.0,153,0,33222,165.1625
69,1251,dry,1087.304688,30.16,0.209,163,710.971,0.97567,18.062,14.968,19.999,201.582,90.001,496.137,4024.921,5121.452,5.109,93.826,30.003,41.313,405,523.504,104.712,71.605,50.806,1.063,1.18e+16,3.5e+16,1.38e+17,3e+17,6e+17,31722.431,104.227,907.0,155,0,33222,169.86775
70,1287,wet,1282.933609,45.52,0.224,31,719.265,1.63049,10.998,15.042,20.002,196.017,90.0,496.017,3920.345,4900.431,4.917,89.055,30.002,35.76,365,464.567,107.98,71.927,51.247,1.031,1.99e+16,1.06e+17,1.38e+17,2.99e+17,6e+17,32360.3,103.119,881.0,155,0,33222,173.09125
71,1306,dry,1003.272743,30.2,0.218,31,700.321,1.7082,12.219,15.031,19.998,205.348,90.001,505.479,3864.82,5051.568,5.148,93.516,30.009,42.606,405,539.304,106.154,69.267,53.272,1.05,9570000000000000.0,1.41e+17,1.38e+17,3.01e+17,6e+17,32130.96,103.151,921.0,152,0,33222,171.33025
72,1309,dry,1132.463594,29.76,0.209,32,717.471,1.54357,16.121,14.917,20.006,201.67,89.998,507.932,4037.619,4962.839,5.121,90.218,29.992,41.051,365,526.931,108.188,71.545,50.724,1.026,6660000000000000.0,5.41e+16,1.38e+17,2.99e+17,6e+17,31249.611,102.036,893.0,155,0,33222,172.19275
73,1312,dry,1141.852701,29.79,0.192,32,710.777,1.18246,16.09,15.018,20.001,200.691,90.0,507.183,3939.35,4936.805,5.106,88.578,29.998,29.674,365,522.334,110.295,70.644,51.177,1.023,8440000000000000.0,9.18e+16,1.38e+17,3e+17,6e+17,32318.607,102.912,905.0,156,0,33222,166.34425000000002
74,1393,wet,1269.031664,44.48,0.217,24,712.928,1.03694,10.507,15.02,20.004,199.03,90.0,499.03,3980.591,4975.738,4.956,91.155,30.004,19.976,365,463.711,105.467,71.293,50.372,1.009,2.07e+16,1.53e+17,1.38e+17,3e+17,6e+17,32666.317,100.929,904.0,151,0,33222,172.882
75,1498,wet,1280.587718,44.55,0.219,26,716.92,0.85326,16.166,15.021,20.003,199.697,90.0,499.697,3993.937,4992.421,4.995,91.371,30.001,21.918,365,470.267,105.03,71.692,50.401,1.01,8990000000000000.0,7.34e+16,1.38e+17,3e+17,6e+17,32155.309,101.003,900.0,152,0,33222,172.70499999999998
76,1568,dry,1063.294674,43.12,0.201,101,707.168,1.13925,14.986,14.995,19.994,204.685,89.999,502.705,4027.564,4963.186,4.982,88.792,30.003,46.978,436,506.444,108.97,71.155,50.249,1.021,1.11e+16,5.08e+16,1.38e+17,3e+17,6e+17,31101.109,102.154,888.0,154,0,33222,168.692
77,1688,dry,1094.729759,40.24,0.213,45,712.132,1.44112,16.962,14.907,19.999,199.391,89.999,500.584,3998.882,5088.144,4.899,95.28,30.003,38.434,365,513.177,108.535,71.456,50.481,1.037,9650000000000000.0,8.08e+16,1.38e+17,3e+17,6e+17,31228.026,102.651,887.0,155,1,33222,161.283
78,1698,wet,1275.153349,45.08,0.215,22,712.936,0.84374,19.767,14.91,19.999,204.22,90.0,504.22,4084.397,5105.496,5.092,93.432,29.99,31.011,365,470.446,106.56,71.294,50.294,1.007,2440000000000000.0,2.31e+16,1.36e+17,3e+17,6e+17,32253.818,100.736,868.0,151,0,33222,172.484
79,335,dry,874.1766822,22.06,0.216,32,712.976,0.73422,16.468,14.918,20.003,197.621,90.0,498.11,3962.196,4952.745,4.961,91.265,30.002,37.901,436,558.813,108.924,71.249,51.41,1.035,1.16e+16,1e+17,1.38e+17,3.01e+17,6e+17,32198.962,103.525,915.0,155,0,11233,172.169
80,338,dry,873.4751335,32.8,0.218,32,714.557,1.72027,19.026,14.933,20.0,198.398,90.001,498.157,3963.138,4953.923,4.962,91.354,30.002,43.378,436,553.48,109.471,71.196,51.51,1.038,1.52e+16,3.96e+16,2.29e+17,2.99e+17,6e+17,32195.713,103.775,919.0,156,0,11233,170.01425
81,341,dry,871.9225053,32.88,0.22,33,716.331,0.94868,18.771,15.055,20.003,203.143,90.0,499.396,3987.912,4984.89,4.958,90.657,30.005,39.991,436,558.537,109.093,71.17,51.986,1.05,1.07e+16,9.36e+16,1.38e+17,3e+17,6e+17,32199.318,104.965,915.0,157,1,11233,174.03275000000002
82,443,wet,1131.095662,38.02,0.218,80,708.738,0.96161,12.013,14.981,20.001,200.521,90.001,501.572,4014.071,4947.437,5.024,93.669,30.001,31.272,436,488.636,111.101,71.067,51.129,1.043,1.37e+16,8.91e+16,1.38e+17,3e+17,6e+17,31201.151,105.485,906.0,153,1,11233,163.13450000000003
